Ereco vs. Etrue
4 13 0
4 14 0
4 15 0
4 16 0
4 17 0
4 18 0
4 19 0
4 20 0
4 21 0
4 22 0
4 23 0
4 24 0
4 25 0
4 26 0
4 27 0
4 28 0
4 29 0
4 30 0
4 31 0
4 32 0
4 33 0
4 34 0
4 35 0
4 36 0
4 37 0
4 38 0
4 39 0
4 40 0
4 41 0
4 42 0
4 43 0
4 44 0
4 45 0
4 46 0
4 47 0
4 48 0
4 49 0
4 50 0
4 51 0
4 52 0
4 53 0
4 54 0
4 55 0
4 56 0
4 57 0
4 58 0
4 59 0
5 0 0
5 1 0
5 2 0
5 3 0.054807
5 4 0.0130624
5 5 0
5 6 0
5 7 0
5 8 0
5 9 0
5 10 0
5 11 0
5 12 0
5 13 0
5 14 0
5 15 0
5 16 0
5 17 0
5 18 0
5 19 0
5 20 0
5 21 0
5 22 0
5 23 0
5 24 0
5 25 0
5 26 0
5 27 0
5 28 0
5 29 0
5 30 0
5 31 0
5 32 0
5 33 0
5 34 0
5 35 0
5 36 0
5 37 0
5 38 0
5 39 0
5 40 0
5 41 0
5 42 0
5 43 0
5 44 0
5 45 0
5 46 0
5 47 0
5 48 0
5 49 0
5 50 0
5 51 0
5 52 0
5 53 0
5 54 0
5 55 0
5 56 0
5 57 0
5 58 0
5 59 0
6 0 0
6 1 0
6 2 0
6 3 0
6 4 3.9292
6 5 8.80935
6 6 4.01905
6 7 0
6 8 0
6 9 0
6 10 0
6 11 0
6 12 0
6 13 0.00212964
6 14 0
6 15 0
6 16 0
6 17 0
6 18 0
6 19 0
6 20 0
6 21 0
6 22 0
6 23 0
6 24 0
6 25 0
6 26 0
6 27 0
6 28 0
6 29 0
6 30 0
6 31 0
6 32 0
6 33 0
6 34 0
6 35 0
6 36 0
6 37 0
6 38 0
6 39 0
6 40 0
6 41 0
6 42 0
6 43 0
6 44 0
6 45 0
6 46 0
6 47 0
6 48 0
6 49 0
6 50 0
6 51 0
6 52 0
6 53 0
6 54 0
6 55 0
6 56 0
6 57 0
6 58 0
6 59 0
7 0 0
7 1 0
7 2 0
7 3 3.32508
7 4 3.46635
7 5 12.177
7 6 20.758
7 7 12.8277
7 8 3.4883
7 9 1.63315
7 10 1.78015
7 11 0
7 12 0
7 13 0
7 14 0
7 15 0
7 16 0
7 17 0
7 18 0
7 19 0
7 20 0
7 21 0
7 22 0
7 23 0
7 24 0
7 25 0
7 26 0
7 27 0
7 28 0
7 29 0
7 30 0
7 31 0
7 32 0
7 33 0
7 34 0
7 35 0
7 36 0
7 37 0
7 38 0
7 39 0
7 40 0
7 41 0
7 42 0
7 43 0
7 44 0
7 45 0
7 46 0
7 47 0
7 48 0
7 49 0
7 50 0
7 51 0
7 52 0
7 53 0
7 54 0
7 55 0
7 56 0
7 57 0
7 58 0
7 59 0
8 0 0
8 1 0
8 2 0
8 3 1.6045
8 4 3.0456
8 5 14.1049
8 6 20.3962
8 7 31.9748
8 8 30.8578
8 9 10.7561
8 10 1.55883
8 11 4.08319
8 12 1.40936
8 13 1.59615
8 14 0
8 15 0
8 16 0
8 17 0
8 18 0
8 19 0
8 20 0
8 21 0
8 22 0
8 23 0
8 24 0
8 25 0
8 26 0
8 27 0
8 28 0
8 29 0
8 30 0
8 31 0
8 32 0
8 33 0
8 34 0
8 35 0
8 36 0
8 37 0
8 38 0
8 39 0
8 40 0
8 41 0
8 42 0
8 43 0
8 44 0
8 45 0
8 46 0
8 47 0
8 48 0
8 49 0
8 50 0
8 51 0
8 52 0
8 53 0
8 54 0
8 55 0
8 56 0
8 57 0
8 58 0
8 59 0
9 0 0
9 1 0
9 2 0
9 3 0.00828777
9 4 6.11421
9 5 20.2467
9 6 33.7586
9 7 39.2667
9 8 50.6907
9 9 45.3088
9 10 14.6588
9 11 9.09603
9 12 12.785
9 13 2.84891
9 14 0
9 15 0
9 16 3.57842
9 17 0
9 18 1.51948
9 19 0
9 20 0
9 21 0
9 22 0
9 23 1.53195
9 24 0
9 25 0
9 26 0
9 27 0
9 28 0
9 29 0
9 30 0
9 31 0
9 32 0
9 33 0
9 34 0
9 35 0
9 36 0
9 37 0
9 38 0
9 39 0
9 40 0
9 41 0
9 42 0
9 43 0
9 44 0
9 45 0
9 46 0
9 47 0
9 48 0
9 49 0
9 50 0
9 51 0
9 52 0
9 53 0
9 54 0
9 55 0
9 56 0
9 57 0
9 58 0
9 59 0
10 0 0
10 1 0
10 2 0
10 3 1.51491
10 4 8.48506
10 5 8.52889
10 6 17.3685
10 7 30.9686
10 8 51.9933
10 9 47.8863
10 10 56.131
10 11 12.018
10 12 5.60861
10 13 4.12103
10 14 5.18697
10 15 0
10 16 0
10 17 0
10 18 0
10 19 1.44607
10 20 0
10 21 1.42989
10 22 1.36164
10 23 0
10 24 0
10 25 0
10 26 0
10 27 0
10 28 0
10 29 0
10 30 0
10 31 0
10 32 0
10 33 0
10 34 0
10 35 0
10 36 0
10 37 0
10 38 0
10 39 0
10 40 0
10 41 0
10 42 0
10 43 0
10 44 0
10 45 0
10 46 0
10 47 0
10 48 0
10 49 0
10 50 0
10 51 0
10 52 0
10 53 0
10 54 0
10 55 0
10 56 0
10 57 0
10 58 0
10 59 0
11 0 0
11 1 0
11 2 0
11 3 5.49577
11 4 4.03195
11 5 13.1752
11 6 23.8221
11 7 44.3221
11 8 56.1706
11 9 81.5633
11 10 77.1093
11 11 66.0107
11 12 25.0445
11 13 12.0391
11 14 10.3237
11 15 0
11 16 1.32561
11 17 1.30463
11 18 1.32038
11 19 0.0077801
11 20 0
11 21 0
11 22 0
11 23 0
11 24 0
11 25 0
11 26 1.1668
11 27 0
11 28 0
11 29 0
11 30 0
11 31 0
11 32 0
11 33 0
11 34 0
11 35 0
11 36 0
11 37 0
11 38 0
11 39 0
11 40 0
11 41 0
11 42 0
11 43 0
11 44 0
11 45 0
11 46 0
11 47 0
11 48 0
11 49 0
11 50 0
11 51 0
11 52 0
11 53 0
11 54 0
11 55 0
11 56 0
11 57 0
11 58 0
11 59 0
12 0 0
12 1 0
12 2 0
12 3 2.59369
12 4 8.01489
12 5 27.8311
12 6 29.6142
12 7 46.5479
12 8 50.4746
12 9 106.763
12 10 85.7692
12 11 100.109
12 12 67.3607
12 13 25.0154
12 14 8.71829
12 15 9.1541
12 16 1.34376
12 17 1.3186
12 18 1.08839
12 19 1.29557
12 20 2.29521
12 21 0
12 22 0
12 23 1.30497
12 24 0
12 25 0
12 26 0
12 27 0
12 28 0
12 29 0
12 30 0
12 31 1.29539
12 32 0
12 33 0
12 34 0
12 35 0
12 36 0
12 37 0
12 38 0
12 39 0
12 40 0
12 41 0
12 42 0
12 43 0
12 44 0
12 45 0
12 46 0
12 47 0
12 48 0
12 49 0
12 50 0
12 51 0
12 52 0
12 53 0
12 54 0
12 55 0
12 56 0
12 57 0
12 58 0
12 59 0
13 0 0
13 1 0
13 2 0
13 3 2.52853
13 4 11.481
13 5 14.5799
13 6 21.2751
13 7 56.0371
13 8 65.9951
13 9 80.0406
13 10 105.26
13 11 93.6172
13 12 101.144
13 13 82.8006
13 14 35.5366
13 15 21.515
13 16 2.55723
13 17 2.35123
13 18 3.87282
13 19 8.06384
13 20 0
13 21 1.30668
13 22 0
13 23 1.25016
13 24 0
13 25 0
13 26 0.100035
13 27 0
13 28 1.13244
13 29 0
13 30 0
13 31 0
13 32 0
13 33 0
13 34 0
13 35 0
13 36 0
13 37 0
13 38 0
13 39 0
13 40 0
13 41 0
13 42 0
13 43 0
13 44 0
13 45 0
13 46 0
13 47 0
13 48 0
13 49 0
13 50 0
13 51 0
13 52 0
13 53 0
13 54 0
13 55 0
13 56 0
13 57 0
13 58 0
13 59 0
14 0 0
14 1 0
14 2 0
14 3 4.0367
14 4 8.26891
14 5 12.3615
14 6 20.1767
14 7 31.6704
14 8 48.4632
14 9 88.3594
14 10 115.314
14 11 96.206
14 12 101.002
14 13 98.8265
14 14 83.3183
14 15 39.0101
14 16 22.0795
14 17 9.89432
14 18 7.37458
14 19 4.94478
14 20 3.72043
14 21 0
14 22 0
14 23 0
14 24 0
14 25 0
14 26 0
14 27 0
14 28 0
14 29 0
14 30 0
14 31 0
14 32 0
14 33 0
14 34 0
14 35 0
14 36 0
14 37 0
14 38 0
14 39 0
14 40 0
14 41 0
14 42 0
14 43 0
14 44 0
14 45 0
14 46 0
14 47 0
14 48 0
14 49 0
14 50 0
14 51 0
14 52 0
14 53 0
14 54 0
14 55 0
14 56 0
14 57 0
14 58 0
14 59 0
15 0 0
15 1 0
15 2 0
15 3 1.2879
15 4 2.43692
15 5 14.6067
15 6 23.5351
15 7 29.0373
15 8 46.2688
15 9 63.9325
15 10 104.037
15 11 96.989
15 12 148.563
15 13 143.419
15 14 148.159
15 15 94.2936
15 16 70.806
15 17 22.192
15 18 13.4804
15 19 14.5624
15 20 3.66613
15 21 7.64697
15 22 4.54388
15 23 1.2344
15 24 1.20143
15 25 2.41348
15 26 1.25201
15 27 0
15 28 0
15 29 1.57478
15 30 0
15 31 1.13742
15 32 1.2293
15 33 0
15 34 0
15 35 0
15 36 0
15 37 0
15 38 1.12879
15 39 0
15 40 0
15 41 0
15 42 0
15 43 0
15 44 0
15 45 0
15 46 0
15 47 0
15 48 0
15 49 0
15 50 0
15 51 0
15 52 0
15 53 0
15 54 0
15 55 0
15 56 0
15 57 0
15 58 0
15 59 0
16 0 0
16 1 0
16 2 0
16 3 2.56167
16 4 9.48849
16 5 13.0864
16 6 28.8903
16 7 29.8452
16 8 30.0218
16 9 53.0719
16 10 93.1398
16 11 132.133
16 12 106.684
16 13 145.645
16 14 130.865
16 15 143.362
16 16 93.6679
16 17 81.3625
16 18 32.9036
16 19 17.3673
16 20 2.45988
16 21 6.52466
16 22 1.94897
16 23 4.42557
16 24 2.33268
16 25 0
16 26 2.17591
16 27 1
16 28 0
16 29 1.15921
16 30 1.24907
16 31 0
16 32 0.0574895
16 33 0
16 34 0
16 35 0
16 36 0
16 37 0
16 38 0
16 39 0
16 40 0
16 41 0
16 42 0
16 43 0
16 44 0
16 45 0
16 46 0
16 47 0
16 48 0
16 49 0
16 50 0
16 51 0
16 52 0
16 53 0
16 54 0
16 55 0
16 56 0
16 57 0
16 58 0
16 59 0
17 0 0
17 1 0
17 2 0
17 3 2.31157
17 4 2.18803
17 5 9.33072
17 6 16.496
17 7 21.7436
17 8 34.5434
17 9 67.8287
17 10 80.3892
17 11 97.8186
17 12 101.363
17 13 201.731
17 14 133
17 15 153.631
17 16 155.841
17 17 101.66
17 18 82.7678
17 19 38.976
17 20 16.9531
17 21 11.3439
17 22 6.71344
17 23 14.3411
17 24 0.326886
17 25 2.34387
17 26 1.18124
17 27 3.41494
17 28 1.21046
17 29 3.18069
17 30 2.67848
17 31 0
17 32 0
17 33 0
17 34 0
17 35 0
17 36 0
17 37 0
17 38 0
17 39 0
17 40 0
17 41 0
17 42 0
17 43 0
17 44 0
17 45 0
17 46 0
17 47 0
17 48 0
17 49 0
17 50 0
17 51 0
17 52 0
17 53 0
17 54 0
17 55 0
17 56 0
17 57 0
17 58 0
17 59 0
18 0 0
18 1 0
18 2 0
18 3 0
18 4 2.84191
18 5 4.63934
18 6 11.8699
18 7 23.7208
18 8 35.0654
18 9 43.3691
18 10 60.4571
18 11 86.7691
18 12 115.366
18 13 128.585
18 14 130.06
18 15 153.237
18 16 171.438
18 17 135.209
18 18 106.897
18 19 64.4436
18 20 27.1765
18 21 24.927
18 22 10.2346
18 23 3.44795
18 24 2.1983
18 25 2.30549
18 26 3.31734
18 27 2.20466
18 28 0
18 29 0
18 30 1.14175
18 31 1.18493
18 32 0
18 33 0
18 34 1.23294
18 35 0
18 36 0
18 37 1.21795
18 38 0
18 39 0
18 40 0
18 41 1.0971
18 42 0
18 43 0
18 44 0
18 45 0
18 46 0
18 47 0
18 48 0
18 49 0
18 50 0
18 51 0
18 52 0
18 53 0
18 54 0
18 55 0
18 56 0
18 57 0
18 58 0
18 59 0
19 0 0
19 1 0
19 2 0
19 3 1.14755
19 4 5.75793
19 5 9.1021
19 6 18.8445
19 7 23.784
19 8 26.637
19 9 41.7802
19 10 69.7355
19 11 80.0444
19 12 105.377
19 13 119.206
19 14 115.491
19 15 127.684
19 16 170.359
19 17 166.146
19 18 155.956
19 19 105.854
19 20 57.9538
19 21 23.1136
19 22 29.2132
19 23 6.85317
19 24 15.0794
19 25 11.1986
19 26 3.34696
19 27 2
19 28 2.39228
19 29 3.29472
19 30 2.24099
19 31 0
19 32 0
19 33 0
19 34 1.03784
19 35 0
19 36 1.15892
19 37 0
19 38 0
19 39 0
19 40 2.07446
19 41 0
19 42 1
19 43 0
19 44 1.1906
19 45 0
19 46 0
19 47 0
19 48 0
19 49 0
19 50 0
19 51 0
19 52 0
19 53 0
19 54 0
19 55 0
19 56 0
19 57 0
19 58 0
19 59 0
20 0 0
20 1 0
20 2 0
20 3 0
20 4 5.38658
20 5 4.57736
20 6 12.6422
20 7 17.7665
20 8 18.754
20 9 36.4286
20 10 55.2444
20 11 64.2957
20 12 71.9856
20 13 93.9836
20 14 123.429
20 15 133.815
20 16 160.082
20 17 146.627
20 18 154.575
20 19 119.392
20 20 99.1634
20 21 39.0608
20 22 59.2684
20 23 15.4636
20 24 20.066
20 25 6.66424
20 26 6.57523
20 27 3.42429
20 28 1
20 29 3.44693
20 30 1.17719
20 31 1.86312
20 32 1.09523
20 33 1.18341
20 34 1.16212
20 35 1
20 36 1
20 37 3.63356e-05
20 38 0
20 39 0
20 40 2.29474
20 41 0
20 42 0
20 43 1.18427
20 44 0
20 45 0
20 46 0
20 47 0
20 48 0
20 49 0
20 50 0
20 51 0
20 52 0
20 53 0
20 54 0
20 55 0
20 56 0
20 57 0
20 58 0
20 59 0
21 0 0
21 1 0
21 2 0
21 3 3.43092
21 4 4.39777
21 5 5.68011
21 6 17.5714
21 7 13.1711
21 8 20.5931
21 9 40.0979
21 10 35.2806
21 11 55.6126
21 12 54.4126
21 13 91.4904
21 14 127.218
21 15 145.572
21 16 148.234
21 17 167.749
21 18 167.519
21 19 166.897
21 20 116.365
21 21 86.8389
21 22 62.547
21 23 44.4912
21 24 20.9812
21 25 34.9002
21 26 6.6691
21 27 3.05687
21 28 5.55814
21 29 3.164
21 30 0
21 31 1
21 32 3.24483
21 33 2.15209
21 34 1.27869
21 35 1.25013
21 36 1
21 37 0
21 38 0
21 39 0
21 40 0
21 41 0
21 42 0
21 43 0
21 44 0.000183977
21 45 0
21 46 0
21 47 0
21 48 0
21 49 0
21 50 0
21 51 0
21 52 0
21 53 2
21 54 0
21 55 0
21 56 0
21 57 0
21 58 0
21 59 0
22 0 0
22 1 0
22 2 0
22 3 0
22 4 4.43461
22 5 7.28794
22 6 9.12875
22 7 22.8111
22 8 24.8657
22 9 23.0192
22 10 61.439
22 11 36.2666
22 12 78.7594
22 13 98.4093
22 14 109.548
22 15 100.417
22 16 123.57
22 17 144.54
22 18 150.614
22 19 183.905
22 20 142.591
22 21 141.418
22 22 107.175
22 23 117.563
22 24 43.3119
22 25 23.4246
22 26 17.6286
22 27 8.68892
22 28 5.66633
22 29 4.6893
22 30 2.12662
22 31 1
22 32 2.52814
22 33 1.17522
22 34 1.12193
22 35 0
22 36 1.13572
22 37 0
22 38 0
22 39 0
22 40 1.14194
22 41 0
22 42 0
22 43 0
22 44 0
22 45 0
22 46 0
22 47 0
22 48 0
22 49 0
22 50 0
22 51 0
22 52 0
22 53 0
22 54 0
22 55 0
22 56 0
22 57 0
22 58 0
22 59 0
23 0 0
23 1 0
23 2 0
23 3 3.90243
23 4 3.46697
23 5 13.0602
23 6 8.24137
23 7 13.7339
23 8 18.5498
23 9 45.7309
23 10 44.5789
23 11 67.6098
23 12 73.8998
23 13 66.0765
23 14 98.9624
23 15 131.718
23 16 129.97
23 17 150.089
23 18 154.633
23 19 204.608
23 20 194.123
23 21 155.6
23 22 178.002
23 23 108.934
23 24 75.2167
23 25 43.0601
23 26 28.3073
23 27 12.5924
23 28 13.1083
23 29 6.05005
23 30 4.30539
23 31 5.44242
23 32 1.10483
23 33 4.58253
23 34 2.74283
23 35 0
23 36 0
23 37 1.15113
23 38 0
23 39 1.14666
23 40 1.13143
23 41 1.18899
23 42 0
23 43 0
23 44 0
23 45 0
23 46 0
23 47 0
23 48 0
23 49 0
23 50 0
23 51 0
23 52 0
23 53 0
23 54 0
23 55 0
23 56 0
23 57 0
23 58 0
23 59 0
24 0 0
24 1 0
24 2 0
24 3 2.20543
24 4 3.31737
24 5 3.43244
24 6 7.29504
24 7 6.75984
24 8 8.29544
24 9 19.1388
24 10 21.8463
24 11 31.0002
24 12 61.2061
24 13 87.849
24 14 88.3196
24 15 80.0727
24 16 96.0934
24 17 153.911
24 18 158.714
24 19 171.556
24 20 160.863
24 21 151.423
24 22 137.068
24 23 136.996
24 24 129.683
24 25 73.5559
24 26 33.4833
24 27 37.7516
24 28 16.3888
24 29 10.8019
24 30 4.09472
24 31 2.39144
24 32 1
24 33 3.73506
24 34 0
24 35 2.14229
24 36 1.18941
24 37 1.13145
24 38 11.7167
24 39 0
24 40 1
24 41 0
24 42 0
24 43 1.21573
24 44 0
24 45 0
24 46 0
24 47 6.81755
24 48 1.35267
24 49 0
24 50 0
24 51 0
24 52 0
24 53 0
24 54 0
24 55 0
24 56 0
24 57 0
24 58 0
24 59 0
25 0 0
25 1 0
25 2 0
25 3 2
25 4 3.16025
25 5 1.14595
25 6 5.64321
25 7 10.8349
25 8 12.9312
25 9 18.6209
25 10 29.7389
25 11 38.4948
25 12 44.0921
25 13 62.3323
25 14 54.11
25 15 76.9503
25 16 104.751
25 17 136.043
25 18 124.579
25 19 150.008
25 20 147.043
25 21 133.223
25 22 135.783
25 23 142.988
25 24 121.168
25 25 62.0307
25 26 63.3522
25 27 30.8135
25 28 18.9209
25 29 7.80953
25 30 6.39713
25 31 5.19913
25 32 6.38258
25 33 1.14882
25 34 2.13764
25 35 1.15245
25 36 1.07707
25 37 1
25 38 0
25 39 1.11025
25 40 0
25 41 1.12561
25 42 0
25 43 1.20812
25 44 1
25 45 1.16026
25 46 0
25 47 2.08703
25 48 0
25 49 0
25 50 0
25 51 1
25 52 0
25 53 1.05612
25 54 0
25 55 0
25 56 0
25 57 0
25 58 0
25 59 0
26 0 0
26 1 0
26 2 0
26 3 1.13575
26 4 0
26 5 5.54439
26 6 4.55599
26 7 6.48666
26 8 16.0559
26 9 24.9691
26 10 23.3654
26 11 33.97
26 12 31.6184
26 13 61.9152
26 14 68.6132
26 15 67.91
26 16 76.2419
26 17 105.393
26 18 127.837
26 19 127.281
26 20 133.267
26 21 133.34
26 22 182.495
26 23 157.285
26 24 165.322
26 25 149.748
26 26 90.6865
26 27 65.3366
26 28 62.6941
26 29 20.996
26 30 21.0364
26 31 15.9218
26 32 20.8954
26 33 5.6927
26 34 1
26 35 6.65152
26 36 1.42297
26 37 0
26 38 1
26 39 1.1427
26 40 3.35718
26 41 1
26 42 0
26 43 2.13208
26 44 1
26 45 0
26 46 0
26 47 0
26 48 0
26 49 0
26 50 0
26 51 0
26 52 0
26 53 0
26 54 0
26 55 0
26 56 0
26 57 0
26 58 0
26 59 0
27 0 0
27 1 0
27 2 0
27 3 1.16684
27 4 2.11306
27 5 9.98099
27 6 6.83885
27 7 5.2121
27 8 7.81746
27 9 13.4298
27 10 21.459
27 11 20.2866
27 12 48.3639
27 13 28.3529
27 14 47.975
27 15 71.5182
27 16 112.16
27 17 81.4297
27 18 103.286
27 19 125.758
27 20 121.872
27 21 153.774
27 22 132.613
27 23 121.281
27 24 104.997
27 25 124.141
27 26 143.575
27 27 133.475
27 28 55.3098
27 29 41.2167
27 30 15.8507
27 31 16.3105
27 32 11.0669
27 33 9.78706
27 34 8.49473
27 35 2.11498
27 36 2.12211
27 37 4.33164
27 38 4.21698
27 39 0
27 40 1
27 41 1.22672
27 42 1
27 43 0
27 44 1.12599
27 45 0
27 46 1
27 47 11.2368
27 48 1.18836
27 49 0
27 50 0
27 51 0
27 52 0
27 53 0.389078
27 54 0
27 55 0
27 56 0
27 57 0
27 58 0
27 59 0
28 0 0
28 1 0
28 2 0
28 3 1.19319
28 4 1.15936
28 5 1
28 6 5.71653
28 7 9.7289
28 8 22.6979
28 9 18.771
28 10 15.4764
28 11 17.7557
28 12 31.9705
28 13 33.9731
28 14 41.8976
28 15 29.8824
28 16 72.5538
28 17 82.7095
28 18 115.824
28 19 100.83
28 20 111.012
28 21 132.205
28 22 115.46
28 23 151.312
28 24 173.482
28 25 134.035
28 26 123.47
28 27 97.1639
28 28 78.2323
28 29 54.9812
28 30 59.676
28 31 22.9875
28 32 31.5283
28 33 15.7775
28 34 7.63083
28 35 3.19598
28 36 6.62579
28 37 4.15438
28 38 2.10345
28 39 3.24071
28 40 7.16955
28 41 3.10736
28 42 1.09248
28 43 0
28 44 0
28 45 0
28 46 1
28 47 1.17301
28 48 0
28 49 1.17815
28 50 0
28 51 0
28 52 0
28 53 0
28 54 0
28 55 0
28 56 0
28 57 0
28 58 0
28 59 0
29 0 0
29 1 0
29 2 0
29 3 0.0178162
29 4 1.09397
29 5 2.11826
29 6 4.00191
29 7 9.18025
29 8 8.01729
29 9 15.2351
29 10 27.6248
29 11 21.1502
29 12 20.2544
29 13 31.3193
29 14 50.0541
29 15 67.8986
29 16 51.2565
29 17 60.1942
29 18 94.4438
29 19 90.6654
29 20 95.2963
29 21 108.156
29 22 144.711
29 23 124.085
29 24 140.618
29 25 135.025
29 26 150.959
29 27 119.351
29 28 115.439
29 29 73.0645
29 30 71.1266
29 31 44.2929
29 32 20.535
29 33 7.64619
29 34 14.2488
29 35 5.25049
29 36 2.06558
29 37 2.13347
29 38 4.51021
29 39 8.74969
29 40 2.28585
29 41 1
29 42 0
29 43 1.12886
29 44 4.15917
29 45 0
29 46 0
29 47 0
29 48 2.1085
29 49 1
29 50 0
29 51 0
29 52 0
29 53 0
29 54 0
29 55 0
29 56 0
29 57 0
29 58 0
29 59 0
30 0 0
30 1 0
30 2 0
30 3 0
30 4 0
30 5 2.31738
30 6 11.5193
30 7 8.56811
30 8 11.4452
30 9 28.1049
30 10 13.2064
30 11 24.4634
30 12 21.1803
30 13 32.5797
30 14 30.4354
30 15 34.0275
30 16 61.2196
30 17 68.7883
30 18 101.663
30 19 79.7509
30 20 84.0992
30 21 83.352
30 22 97.9722
30 23 122.826
30 24 99.5759
30 25 123.528
30 26 123.289
30 27 131.419
30 28 116.686
30 29 110.656
30 30 92.6203
30 31 68.1151
30 32 51.0515
30 33 21.473
30 34 11.894
30 35 18.9053
30 36 11.5723
30 37 6.29823
30 38 8.27181
30 39 4.16592
30 40 1
30 41 2.13981
30 42 1
30 43 2.12548
30 44 0
30 45 1.1151
30 46 0
30 47 0
30 48 0
30 49 1.1055
30 50 0
30 51 0
30 52 0
30 53 1.09289
30 54 1
30 55 1.1311
30 56 0
30 57 0
30 58 0
30 59 0
31 0 0
31 1 0
31 2 0
31 3 0
31 4 1.15593
31 5 2.20182
31 6 4.63876
31 7 16.8931
31 8 18.0251
31 9 20.127
31 10 5.50401
31 11 14.1515
31 12 21.8812
31 13 28.4802
31 14 40.6876
31 15 38.0174
31 16 61.8543
31 17 54.3757
31 18 69.084
31 19 60.0173
31 20 91.3112
31 21 68.4109
31 22 95.2247
31 23 103.048
31 24 121.591
31 25 142.864
31 26 111.364
31 27 130.48
31 28 110.441
31 29 121.731
31 30 107.637
31 31 77.7924
31 32 44.208
31 33 35.6052
31 34 24.486
31 35 9.59035
31 36 12.9059
31 37 12.6136
31 38 13.3998
31 39 8.01868
31 40 6.11061
31 41 2.29702
31 42 1.19469
31 43 0
31 44 2.12309
31 45 2.08056
31 46 0
31 47 0
31 48 1
31 49 1.02724
31 50 0
31 51 0
31 52 1.18241
31 53 0
31 54 0
31 55 0
31 56 1
31 57 0
31 58 0
31 59 0
32 0 0
32 1 0
32 2 0
32 3 2.10077
32 4 2.12251
32 5 3.18344
32 6 2.23218
32 7 6.79086
32 8 19.02
32 9 8.95086
32 10 19.6668
32 11 21.7641
32 12 25.2629
32 13 34.8086
32 14 29.7239
32 15 35.655
32 16 40.2274
32 17 39.9846
32 18 52.6748
32 19 62.7616
32 20 64.5329
32 21 49.8455
32 22 70.1754
32 23 84.9431
32 24 86.6509
32 25 124.996
32 26 137.749
32 27 110.597
32 28 111.261
32 29 146.366
32 30 116.147
32 31 66.4512
32 32 78.3415
32 33 61.1579
32 34 46.8429
32 35 31.3919
32 36 13.5811
32 37 11.9251
32 38 5.25404
32 39 8.51107
32 40 4.13189
32 41 3.23826
32 42 2.18268
32 43 2
32 44 2.18101
32 45 2.3044
32 46 0
32 47 1
32 48 2.08935
32 49 1
32 50 0
32 51 1
32 52 0
32 53 0
32 54 0
32 55 0
32 56 0
32 57 0
32 58 1.11963
32 59 0
33 0 0
33 1 0
33 2 0
33 3 0
33 4 5.75737
33 5 3.39575
33 6 6.61125
33 7 4.81916
33 8 4.79929
33 9 19.6642
33 10 14.57
33 11 16.8338
33 12 16.7106
33 13 22.2623
33 14 20.9408
33 15 36.7832
33 16 50.3065
33 17 44.2338
33 18 39.9401
33 19 39.6346
33 20 78.5638
33 21 69.4233
33 22 62.322
33 23 89.9206
33 24 95.8398
33 25 97.12
33 26 92.31
33 27 119.007
33 28 132.653
33 29 94.8059
33 30 108.455
33 31 121.754
33 32 73.3276
33 33 90.7954
33 34 35.2078
33 35 37.4665
33 36 29.0164
33 37 17.4387
33 38 10.7601
33 39 8.44124
33 40 5.23989
33 41 8.94531
33 42 4.3851
33 43 2.12146
33 44 1.06159
33 45 3.113
33 46 2.15572
33 47 0
33 48 1.1026
33 49 2.08529
33 50 1.17106
33 51 1
33 52 1.13842
33 53 0
33 54 0
33 55 0
33 56 0
33 57 0
33 58 0
33 59 0
34 0 0
34 1 0
34 2 0
34 3 0
34 4 1.09824
34 5 5.15228
34 6 1.11389
34 7 2
34 8 6.392
34 9 16.0798
34 10 1.084
34 11 14.0786
34 12 16.2495
34 13 17.3167
34 14 11.316
34 15 23.5851
34 16 30.6507
34 17 39.2866
34 18 46.7068
34 19 51.5207
34 20 47.8097
34 21 93.6561
34 22 62.9497
34 23 64.764
34 24 77.9494
34 25 87.9547
34 26 87.9501
34 27 107.371
34 28 92.0376
34 29 111.775
34 30 106.853
34 31 90.6914
34 32 70.5842
34 33 56.8568
34 34 59.9276
34 35 53.0153
34 36 28.2742
34 37 34.5363
34 38 21.5449
34 39 20.1597
34 40 15.5425
34 41 9.20843
34 42 2.1165
34 43 4.12243
34 44 0.0108659
34 45 1.75536
34 46 1.10366
34 47 1
34 48 1.16212
34 49 1.10614
34 50 1
34 51 0
34 52 1
34 53 0
34 54 0
34 55 0
34 56 0
34 57 0
34 58 0
34 59 0
35 0 0
35 1 0
35 2 0
35 3 0
35 4 9.61256e-05
35 5 1.08761
35 6 3.4037
35 7 11.0097
35 8 8.39582
35 9 7.59595
35 10 12.9265
35 11 11.8756
35 12 23.3053
35 13 13.1697
35 14 14.498
35 15 18.362
35 16 33.6644
35 17 35.0576
35 18 37.0622
35 19 36.2134
35 20 34.3284
35 21 42.3331
35 22 61.6396
35 23 60.7503
35 24 71.871
35 25 57.9133
35 26 83.6808
35 27 95.8518
35 28 114.419
35 29 106.659
35 30 113.492
35 31 101.244
35 32 86.5355
35 33 94.9061
35 34 73.026
35 35 90.576
35 36 43.7058
35 37 33.4404
35 38 26.7302
35 39 8.99928
35 40 18.7179
35 41 13.5018
35 42 2
35 43 6.40744
35 44 2
35 45 2.2768
35 46 3.11012
35 47 2.16241
35 48 6.11074
35 49 0
35 50 3.25211
35 51 1.10857
35 52 1.07255
35 53 0
35 54 0
35 55 0
35 56 0
35 57 1
35 58 0
35 59 1
36 0 0
36 1 0
36 2 0
36 3 0
